Mes,Día,Ending Diario,Ending Especial / Secundario,Alternative Ending,Backup Fact of the Day
,4,"ON THIS DAY… on October 4, 1957, the first man-made satellite to orbit the Earth, Sputnik 1, is launched from Baikonur, Kazakhstan, marking what is now considered the beginning of the Space Age. Surprising the world with its successful launch, Sputnik triggered the Space Race between the Soviet Union and United States ushering in an era of rapid advancement in the field of space exploration. After 3 months in orbit, Sputnik reentered the Earth’s atmosphere and burned up on January 4, 1958.",,,
,5,"ON THIS DAY… on October 5, 2011– Steve Jobs passes away in his home at 3 pm Pacific. He went into respiratory failure due to the pancreatic cancer he was fighting (with homeopathy!!!!) for over 10 years. Twitter exploded with over 10,000 tweets per second on this event (Osama Bin Laden death was 5,000). Vigils were held in his memory and Cupertino office was plastered with flowers and memories on post-it notes.",,,
,6,"ON THIS DAY… on October 6, 1983, Lotus Development Corp. went public after recording revenues of $12.8 million for the previous 12 months. The company, founded by Mitch Kapor and Jonathan Sachs in 1982, found its success with Kapor’s spreadsheet program, Lotus 1-2-3, which bypassed the operating system of the IBM PC, making it much faster than its competitors. In addition, its combination of spreadsheet capabilities with graphics and data retrieval made the program popular. IBM acquired Lotus in 1995.",11 aniversario de Instagram,,
,7,"ON THIS DAY… on October 7th, 1806 Carbon paper was patented in London by inventor Ralph Wedgewood. It was first invented by Pellegrino Turri in 1801. Mostly used for making one or more copies simultaneously with the creation of an original document when using a typewriter or a ballpoint pen, its legacy is in the header of our emails. The abbreviation ""cc"" stands for ""carbon copies"", the copies intended for recipients other than the principal addressee.",,,
,8,"ON THIS DAY… on October 8, 1992, the video game Mortal Kombat is released into arcades. Now one of the most popular fighting game series in history, the original Mortal Kombat became well-known for its graphic display of blood and deadly finishing moves known as “fatalities”. As often happens in situations like these, the controversy surrounding the game only served to fuel its popularity.",,,
,9,"ON THIS DAY… on October 9, 1998, Hayes Microcomputer Filed Chapter 11. The Hayes corporation was pretty big back in the day – giving your Apple II connectivity to the world. Well, that is until 1998 when its course ran out. Stocks went from $12 a share, down to almost nothing. Hayes had no choice but to file for bankruptcy. Zoom Technologies (now called (Zoom Telephonics) bought the company out in 1999.",,,
,10,"ON THIS DAY… on October 10, 1980, Midway releases the video game Pac-Man to arcades in North America. While the Japanese release under the name “Puck-Man” occurred in May of that year, the game’s popularity didn’t take off until being released in the United States. Pac-Man will become the first true mega-hit video game in history, sparking “Pac-Man Fever” and catapulting the video game industry into mainstream culture.",,,
,11,"ON THIS DAY… on October 11, 1979, Visicalc is released by Dan Bricklin. The spreadsheet application is called the first killer app for personal computers. It turned the PC from a hobby to a business tool. Only downfall for Bricklin was he did not patent the system, therefore clones like SuperCalc, Microsoft’s MultiPlan and Lotus 1-2-3 would show up.",,,
,12,"ON THIS DAY… on October 12, 1988, NeXT, Inc. introduces their NeXT Computer, hailed by Steve Jobs as a computer “five years ahead of its time”. Due to its cube-shaped case, the computer was often referred to as “The Cube” or “The NeXT Cube”, which led to the subsequent model offically being named “NeXTcube“. The new computer introduced several innovations to personal computers, such as including an optical storage disk drive, a built-in digital signal processor for voice recognition, and an object-oriented development environment that was truly years ahead of its time.",,,
,13,"ON THIS DAY… on October 13, 1999, Priceline filed a lawsuit against Microsoft and its Expedia travel service. The suit outlined how they violated U.S. patent number 5,794,207, “Method and Apparatus for a Cryptographically Assisted Network System Designed to Facilitate Buyer-Driven Conditional Purchase Offers.” The two sites come to terms in 2001, in where Microsoft pays a fine.",,,
,14,"ON THIS DAY… on October 14, 1977, Atari releases their Video Computer System (known as the VCS and later as the Atari 2600). It took two years for the VCS to gain traction, but by 1979 it was the best selling gift of the Christmas season. Once it was established, the Atari VCS took the market by storm, popularized home video gaming, and helped cement the video game movement into mainstream culture.",,,
,15,"ON THIS DAY… on October 15, 1878, Thomas Edison and a group of investors formed the Edison Electric Light Company. The goal of the company was to provide financial support for Edison’s electric light experiments and work on developing an electrical lighting system for an entire city. The long-lasting carbonized filament light bulb was developed by Edison while working for this company. Eventually this and several other Edison companies were merged to form General Electric.",,,
,16,"ON THIS DAY… October 16, 1923, Walt and Roy Disney started the Disney Brothers Cartoon studio. Walt Disney created a short film entitled Alice’s Wonderland. In 1986, the name was officially changed to the Walt Disney Company. Steve Jobs was a shareholder and board member. Walt Disney Studios is one of the largest in Hollywood with networks ESPN, ABC, A&E and more.",,,
,17,"ON THIS DAY… on October 17, 1990, the Internet Movie Database (IMDB), was created by Col Needham, following an initial posting on Usenet, which detailed lists of those actresses who had beautiful eyes. The posting attracted the interest of others, and an Actors list as well as Directors list would follow. As a programmer Needham went on to provide a search function, to cope with the growing lists which now run into the millions. In 1998, IMDb was sold to Amazon.com for an undisclosed sum, with Needham remaining as Chief Executive, IMDb continued to operate from Needham’s house is Bristol. IMDb attracts over 160 million visitors the site each month.",,,
,18,"ON THIS DAY… on October 18, 1958, William Higinbotham and Robert Dvorak, Sr. show off a tennis simulator game they called Tennis for Two. Developed on a Donner Model 30 analog computer using an oscilloscope, it is the first known electronic game to use a graphical display. Higinbotham and Dvorak developed the game to show off to visitors to the Brookhaven National Laboratory where they worked. The game was only shown off twice, during the laboratory’s annual visitor’s day. While hundreds of visitors lined up to play the game when it was made available, little was known about the game for decades. While somewhat similar in gameplay to the later hit Pong, there is no known direct relationship between the games.",,,
,19,"ON THIS DAY… on October 19, 1985, the first Blockbuster opens its doors in Dallas, TX by David Cook. The 29 year old store owner sold it to Scott Beck, John Melk and Wayne Huizenga. Eventually it becomes a nation-wide franchise and online movie and game rental store. Dish Network ultimately purchased Blockbuster for $228 million",Día dek Troll,,
,20,"ON THIS DAY… on October 20, 2004, the first Ubuntu Linux distribution is released. Ubuntu is a free computer operating system based on Debian GNU/Linux. Its name loosely translated from the Zulu means ""humanity,"" or ""a person is a person only through other people."" Ubuntu is intended to provide an up-to-date, stable operating system for the average user, with a strong focus on usability and ease of installation. Ubuntu has been rated the most popular Linux distribution for the desktop, claiming approximately 30 percent of desktop Linux installations, according to the 2007 Desktop Linux Market survey. Ubuntu is open source and free. It is sponsored by Canonical Ltd., which is owned by South African entrepreneur Mark Shuttleworth.",,,
,21,"ON THIS DAY… on October 21, 1879, Thomas Edison perfects the first commercially practical incandescent light bulb. Using a filament of carbonized cotton thread, his first attempt at this design results in a bulb that lasts about 13.5 hours before burning out. He later extends the life of the bulb to 40 hours. Edison’s successful design came only after he had tested over 6,000 different vegetable fibers during a span of over 18 months running 1,200 experiments and spending $40,000.",,,
,22,"ON THIS DAY… on October 22, 1938, photocopying was invented. In a makeshift lab on the second floor of a rental house, Chester Carlson and his assistant Otto Kornei successfully invented the process that would lead to the photocopier. Carlson had written “10.-22.-38 ASTORIA” on a piece of paper and these became the historic words that were the first photocopied. Ironically, Kornei had so little faith in the invention that within a year he quit working for Carlson and willingly gave up any claims he had on the process. However, Carlson would later gift Kornei 100 shares of the Xerox corporation that would eventually be worth $1 million.",,,
,23,"ON THIS DAY… on October 23, 2001, Apple Computer releases the iPod. Apple ventured into the handheld and music entertainment markets with the introduction of the iPod. The original iPod was equipped with a miniature hard disk, but future iterations featured flash memory. Apple billed the iPod as letting users “put 1,000 songs in your pocket,” a dramatic increase over competing players. Although it was not the first handheld player for digital music, the iPod, in tandem with the iTunes music store, radically altered the way people bought, stored, shared, and listened to music.",,,
,24,"ON THIS DAY… on October 24, 2003, the Concorde supersonic jet makes its last commercial flight. While being able to cross the Atlantic in about 3.5 hours, low passenger numbers and rising maintenance costs made operating the Concorde unprofitable for British Airways and Air France.",,,
,25,"ON THIS DAY… on October 25, 2001, Microsoft released Windows XP, the family of 32-bit and 64-bit operating systems for use on personal computers. The name ""XP"" stands for “Experience.” The successor to both Windows 2000 Professional and Windows ME, Windows XP was the first consumer-oriented operating system Microsoft built on the Windows NT kernel and architecture. Over 400 million copies were in use by January 2006, according to an International Data Corporation analyst. It was succeeded by Windows Vista, which was released to the general public in January 2007.",,,
,26,"ON THIS DAY… on October 26, 1998, a computer was first run by using thought. A Georgia man became the first person that ran a computer controlled by thought. The subject (known as J.R.) was paralyzed due to stroke. Dr Roy Bakay and Dr. Phillip Kennedy implanted a glass cone into J.R’s brain, which would allow him to mentally control the PC.",,,
,27,"ON THIS DAY… on October 27, 1980, the first major network Crash, the Four-Hour Collapse of the ARPANET, occurred. The ARPANET, predecessor of the modern Internet, was set up by the Department of Defense Advanced Research Projects Agency (DARPA). Initially it had linked four sites in California and Utah, and later was expanded to cover research centers across the country. The network failure resulted from a redundant single-error detecting code that was used for transmission but not storage, and a garbage-collection algorithm for removing old messages that was not resistant to the simultaneous existence of one message with several different time stamps. The combination of the events took the network down for four hours.",,,
,28,"ON THIS DAY… on October 28, 1998, the Digital Millennium Copyright Act (DMCA) was signed into law by US President Bill Clinton. The law is intended to criminalize production and dissemination of technology designed to circumvent digital copyright protection (known as Digital Rights Management or DRM). However, the law has been very controversial, with accusations of abuse of the law to stifle innovation and competition.",,,
,29,"ON THIS DAY… on October 29, 1969, the first message on the Internet was posted. UCLA student Charley Kline attempts to transmit the text “login” to a computer at the Stanford Research Institute over the first link on the ARPANET, which was the precursor to the modern Internet. After the letters “l” and “o” are sent the system crashed, making the first message ever sent on the Internet “lo”. About an hour later, after recovering from the crash, the full text of “login” is successfully sent.",,,
,30,"ON THIS DAY... on October 30, 1938, The War of the Worlds scares pants off the US. Orson Welles broadcasts his radio adaptation of The War of the Worlds, which reportedly caused panic among listeners who believed the theatrical presentation was a real news broadcast. Regardless of the actual levels of panic caused, The War of the Worlds is one of the most famous radio broadcasts in history.",,,
,31,"ON THIS DAY… on October 31, 1945, the first conference on digital computer technique was held at MIT. Yes, this might surprise you, but there were conferences before the TarugoConf. This conference was sponsored by the National Research Council, Subcommittee Z on Calculating Machines and Computation. Attended by the Whirlwind team, it influenced the direction of this computer.","Halloween
",,
Noviembre,1,"ON THIS DAY… on November 1, 2005, a software glitch halts Tokyo stock exchange. A software error related to a system upgrade halted stock and bond trading on the Tokyo Stock Exchange. Problems came to light before the market's opening at 9 a.m. local time and delayed the start of trading until 1:30 p.m. The glitch was the most serious to hit the exchange since 1999, when floor trading was scrapped so that an all-electronic trading system could be installed.",Movember,,
,2,"ON THIS DAY… on November 2, 1988, Robert Morris of Cornell University launches a self-replicating worm as part of a research project designed to determine the size of the early Internet. It was intended to count the number of computers that initiated connections when the worm was loaded onto them. However, due to a programming error, the “Morris Worm” began repeatedly infecting machines, clogging network traffic and causing machines to crash. Eventually the worm spread to 6,000 machines, which was roughly 10 percent of the Internet at the time, causing significant downtime for government and university systems for two days. Morris was dismissed from Cornell, sentenced to three years probation and a $10,000 fine.",,,
,3,"ON THIS DAY… on November 3, 1957, the first Earthling goes into orbit as the Soviet Union launches Sputnik 2, the second spacecraft launched into Earth orbit and the first spacecraft to carry a living creature into orbit. Laika, a Siberian Husky dog, unfortunately only survived a few hours into the flight and died from stress and overheating. The Soviets had planned to euthanize Laika regardless, as Sputnik 2 did not have de-orbiting or reentry technology designed into the spacecraft.",,,
,4,"ON THIS DAY… on November 4, 1952, CBS News uses UNIVAC computer to predict election, a race between Dwight D. Eisenhower and Adlai Stevenson. The computer’s analysis of early returns showed an easy victory for Eisenhower, but newscasters Walter Cronkite and Charles Collingwood were wary of the machine’s accuracy, as opinion polls predicted a landslide victory for Stevenson. They postponed announcing the UNIVAC prediction until it became clear that Eisenhower would, indeed, win.",,,
,5,"ON THIS DAY… on November 5, 2006, Internet boasts 100 million sites. According to Internet services company Netcraft Ltd., on this day over 100 million Web sites existed on the Internet. The milestone capped an extraordinary year in which the Internet added 27.4 million sites, easily topping the previous full-year growth record of 17 million from 2005. The Internet doubled in number of sites since May 2004, when the survey hit 50 million. Blogs and small business Web sites drove the explosive growth in 2006, with huge increases in free blogging services at Google and Microsoft. The first Netcraft survey in August 1995 found 18,957 hosts.",,,
,6,"ON THIS DAY…  on November 6, 1980, Microsoft signed a contract with IBM to create MS-DOS, an operating system for the new IBM PC. The PC ignited the personal computer market, making home computers popular among more than just hobbyists. Microsoft co-founders Bill Gates and Paul Allen developed the Microsoft Disk Operating System, commonly known as MS-DOS, using existing software from a Seattle company as a foundation.",,,
,7,"ON THIS DAY… on November 7, 2000, after only 2 years in business, Pets.com shuts down operations. Cited as one of the biggest failures of the dot-com bubble, Pets.com was able to gain significant brand recognition through its extensive marketing campaign and sock puppet mascot, but lost money due to an unsustainable business plan. Ironically, the company’s best selling product was its sock puppet.",,,
,8,"ON THIS DAY… on November 8, 1993, Microsoft releases the OS Windows for Workgroups 3.11 – which is the last big release before Windows 95. It was built to connect better with Windows NT for businesses. It also had updates to improve stability and system performance.",,,
,9,"ON THIS DAY… on November 9, 2004, Firefox 1.0 was introduced. Sometimes abbreviated as FF, Firefox was Mozilla's next generation browser and included such features as tabbed browsing and popup blocking. Mozilla Firefox became a popular alternative for Microsoft Internet Explorer users who sought alternatives that could prevent spyware as well as a host of other Firefox features.",Hedy Lamarr: https://twitter.com/PatriLiVG/status/928508593665642496?s=20,,
,10,"ON THIS DAY… on November 10, 1983, Microsoft announces a new product, Windows, to compete with other graphical environments for computers, such as interface on the Apple Lisa. After several delays, Windows 1.0 finally became available to the public in 1985. Its major features included pull-down menus, tiled windows, mouse support, and cooperative multitasking of the program’s applications. Although Windows 1.0 saw some use, the Windows interface did not gain general acceptance until version 3.0.",Día Mundial de la Ciencia,,
,11,"ON THIS DAY… on November 11, 1973, Ethernet is born. As invented by Robert Metcalfe and David Boggs, an Ethernet network functions for the first time. From its humble beginnings as a research project at Xerox PARC, Ethernet has developed into the de facto standard for business and home networking.",,,
,12,"ON THIS DAY... on November 12, 1937, Alan Turing defines the Universal Machine. Alan Turing’s paper entitled On Computable Numbers with an Application to the Entscheidungs-problem appeared on November 12, 1937, somewhat contemporaneously with Konrad Zuse’s work on the first of the Z machines in Germany, John Vincent Atanasoff ‘s work on the ABC, George Stibitz’s work on the Bell Telephony relay machine, and Howard Aiken’s on the Automatic Sequence Controlled Calculator. Later renamed the Turing Machine, this abstract engine provided the fundamental concepts of computers that the other inventors would realize independently. So Turing provided the abstraction that would form the basic theory of computability for several decades, while others provided the pragmatic means of computation.",,,
,13,"ON THIS DAY… on November 13, 2006, Google completed the acquisition of YouTube. In February 14, 2005, 3 former Paypal employees started a website that led you upload and share your video. YouTube brought a new idea of putting your creations on the internet. However, their creation got very popular. It cost a lot of money to run and the company couldn’t keep up with costs. Google purchased the site from the founders for $1.65 billion on October 9 and today in 2006 marked the completion of this acquisition.",,,
,14,"ON THIS DAY… on November 14, 1997, one week after reports surfaced identifying a flaw in certain Pentium processors, Intel releases a software workaround for operating systems to avoid the commonly named “F0 bug“. A very specific invalid operation passed to the affected processors would cause the processor to lock up, causing the computer and any software running on it to freeze. Identified by Intel as the “Invalid Operand with Locked Compare Exchange 8Byte (CMPXCHG8B) Instruction Erratum” (seriously?), the flaw, while potentially a serious problem, was practically little more than a PR headache as the invalid operation that triggered the processor to lock up was never encountered in real-world operations. Additionally, the F0 bug only affected the older Pentium processors, not the Pentium II and Pentium Pro processors Intel was currently shipping at the time. However, the workaround was necessary as malicious software could have exploited the flaw and caused serious problems for PCs and servers using the affected processors.",,,
,15,"ON THIS DAY… on November 15, 1971, the first public mention of the Intel 4004 CPU appeared in the 1971 edition of Electronic News. This was the first microprocessor that was commercially available and used silicon gate technology for faster performance. It was designed by Ted Hoff, Masatoshi Shima and Federico Faggin. The Intel 4004 was succeeded by the Intel 4040 and Intel 8008 chips.",,,
,16,"ON THIS DAY… on November 16, 1977, the movie Close Encounters of the 3rd Kind debuts. Directed by Steven Spielberg and starring Richard Dreyfuss and Teri Garr, it was released to 272 US theaters. It was produced on a budget of US$20 million, and would gross US $5,379,460 in the opening weekend. It has become a sci-fi classic ever since.",,,
,17,"ON THIS DAY… on November 17, 1970, the computer mouse was patented. Douglas Engelbart receives US patent 3,541,541 for his “X-Y Position Indicator For A Display System”, more commonly known as the computer mouse. Engelbart called his device a “mouse” because the cord looked like a tail. The mouse was first prototyped in 1964, but wasn’t demoed until 1968, and was not included with a commercial computer until the Xerox 8010 Star Information System in 1981. Apple first brought the mouse to a personal computer with the Lisa in 1983. However the mouse did not become ubiquitous until after 1984, when Apple’s Macintosh popularized the device.",,,
,18,"ON THIS DAY… on November 18, 1963, Bell Telephone offers the first electronic push-button telephones to customers in Carnegie and Greensburg, Pennsylvania. Dual-tone multi-frequency (DTMF) technology (Touch-Tone) was also introduced on the same day in order to accommodate the new push-button telephones.",,,
,19,"ON THIS DAY… on November 19, 1992, Sonic The Hedgehog 2 is released by Sega. It was the second game for its top franchise, Sonic the Hedgehog, for the Sega Genesis platform. Genesis was running second to the Super Nintendo Entertainment System with its franchise creations such as Mario and Starfox. Sonic would be the leading character for Sega platforms throughout the 1990s, and would eventually be licensed to other companies once Sega stopped producing its own platforms with its Dreamcast system.",Día Internacional del Hombre,,
,20,"ON THIS DAY… on November 20, 2013, AOL tries to shut down WinAmp. AOL shocked a lot of geeks when they announced WinAmp.com would be shutting down and the software would no longer be available come December 20th. The next day rumors surfaced that Microsoft was planning to buy it – which didn’t go further than the initial report. The service did not shut down though. On January 14th, 2014 it was announced a Belgian radio website called “Radionomy” had purchased the Nullsoft brand, including WinAmp and Shoutcast.",,,
,21,"ON THIS DAY… on November 21, 1969, little less than a month after the first test message was sent, the first permanent link on the ARPANet is established between UCLA and the Stanford Research Institute. As the ARPANet was the foundation of the modern Internet, this connection can now be considered the very first link of what we now know as the Internet.",,,
,22,"ON THIS DAY… on November 22, 2005, Xbox 360 is released. Microsoft’s Xbox 360, the second in the Xbox line, is released in the US and Canada after a viral marketing campaign and intense hype. Initially, eighteen titles were available at launch, and of those, Call of Duty 2 was the best seller for the new console. An updated version of Xbox Live, which allowed online multi-player gaming and media streaming, was a major selling point for the 360, one of the top-selling consoles of all time. The 360’s main competitors were Nintendo’s Wii and Sony’s PlayStation 3, all of which were 7th generation video game consoles. Its successor, the Xbox One, was released 8 years later.",,,
,23,"ON THIS DAY… on November 23, 1992, Business Week predicts Computer Industry ""on the skids"". With IBM projected to lose $5 billion in 1992, Business Week describes the computer business as ""an industry on the skids."" The magazine cited layoffs at most established computer companies, such as IBM, as well as newer firms like Sun Microsystems, Inc., as evidence that the industry was saturated. A solution, the article concluded, would be for each business to find its proper niche.",,,
,24,"ON THIS DAY… on November 24, 1998, AOL Buys Netscape. America Online announced the acquisition of Netscape Communications in a stock-for-stock transaction worth $4.2 billion. The deal between Netscape and AOL was also a pooling-of-interests transaction and gave Netscape shareholders 0.45 shares of AOL common stock for each share they held. The transaction closed in the spring of 1999, subject to regulatory and shareholder approval.",,,
,25,"ON THIS DAY… on November 25, 2002, digital media software company Roxio purchases the assets of the former Napster, including name, logo and other intellectual property. Napster was the peer-to-peer file sharing service that changed the music industry forever. The RIAA sued Napster causing a judgement against the file-sharing service requiring them to monitor its network for copyright infringing material and restrict access when made aware of such incidents. Napster could not comply with this court order and shut down its service before declaring bankruptcy in 2002. Roxio was the first company to attempt to use the Napster brand for a music service, renaming Pressplay as Napster 2.0. In September 2008, Best Buy purchased the Napster service for $121 million before merging it with the Rhapsody service in December 2011.",,,
,26,"ON THIS DAY… on November 26, 1976, Bill Gates and Paul Allen register the trade name “Microsoft” with the Office of the Secretary of State of New Mexico. Previously, Gates and Allen had been working under an informal partnership known as “Micro-soft”, a combination of Microcomputer and Software. The partnership continued for several more years until Microsoft incorporated in July of 1981, just prior to the introduction of the IBM PC.",,,
,27,"ON THIS DAY… on November 27, 1995, nearly 6 months to the day after Bill Gates sent his Internet Tidal Wave memo recognizing the importance of the Internet, and only 3 months after releasing version 1.0, Microsoft releases Internet Explorer 2.0 for Windows 95 and Windows NT 3.5. IE 2.0 was still based on licensed code from Spyglass Mosaic, but was the first IE version to support now-common features such as SSL, JavaScript, and cookies. It was also the first version to allow the importing of bookmarks from Netscape Navigator, which at the time had a virtual monopoly on the web browser market. This was the first inklings of the “browser war” that was soon to erupt over the next few years.",,,
,28,"ON THIS DAY…  on November 28, 1948. Polaroid instant camera goes on Sale. Producing sepia toned photographs in about one minute, the Model 95 became a hit almost as quickly. Polaroid believed that 57 units would be enough last through Christmas. All 57 units and all the film available were sold on the first day. It was simple to use, portable, and the instant gratification that came from the self-developing film made the camera very popular. True black-and-white instant film was released in 1950, but Polaroid didn’t create color film until 1963.",,,
,29,"ON THIS DAY… on November 29, 1972. Atari Corporation announces Pong, an early video game popular both at home and at video arcades. In Pong, players were represented by paddles that could move up and down to try to deflect a ball and keep it from passing into their goal. Despite simplistic graphics, Pong started a craze. Atari, founded by Nolan Bushnell, sold video games as well as computers on which to play the games.",Black Friday/ Cyber Monday,,
,30,"ON THIS DAY… on November 30, 2009, book retailer Barnes and Noble releases their first Nook e-reader to compete with the highly successful Amazon Kindle, released two years earlier.",,,
Diciembre,1,"ON THIS DAY… on December 1, 1971, Michael Hart, founder of what is now known as Project Gutenberg, launches the project by making his first posting, the Declaration of Independence. Now known as the father of eBooks, he decided to begin a project that would digitize and electronically preserve public domain books and texts and make them freely available.",,,
,2,"ON THIS DAY… on December 2, 1991, Apple releases version 1.0 of QuickTime, a multimedia extension for playing color video, transforming the capabilities of personal computers. Before QuickTime, only specialized computers could play color video. A patent infringement battle over QuickTime led to the now-famous truce between Steve Jobs and Bill Gates in 1997 that helped Apple survive long enough to transform itself in the 2000’s.",,,
,3,"ON THIS DAY… on December 3, 2001, inventor Dean Kamen unveils the Segway self-balancing, battery-powered vehicle on the TV show Good Morning America. The Segway uses computers and motors in its base to keep itself upright while the user is riding it. Users shift their weight to control the Segway. While not considered a commercial success, the Segway has definitely become a familiar icon of personal transportation.",Día Internacional del 3D,,
,4,"ON THIS DAY… on December 4, 2001, disguised as a screen saver and spread through an infected user’s Microsoft Outlook e-mail software, the Goner worm spreads through the Internet at a pace second only to the Love Bug virus the previous year. Goner was estimated to cause about $80 million dollars in damage.",https://twitter.com/mathias/status/1334886428640071680?s=20,,
,5,"ON THIS DAY... on December 5, 1965, Richard Wexelblat was the first candidate to complete his doctoral dissertation, hence giving him a degree in “Computer Science“. It was presented at the University of Pennsylvania – Moore School of Electrical Engineering. Richard went on to write the “History of Programming Languages”, a key book in the beginnings of programming.",,,
,6,"ON THIS DAY… on December 6 2006, NASA reveals photographs taken by Mars Global Surveyor suggesting the presence of liquid water on Mars. This announcement was made several days after NASA recognized that the MGS was about to finish its operating career as they lost contact with it. The spacecraft was lost in the next weeks due to a human error.",,,
,7,"ON THIS DAY… on December 7 1999, The Recording Industry Association of America (RIAA) files a lawsuit against Napster, alleging that the music file sharing service is enabling the theft of multi-million dollar profits from the record labels. Napster eventually went bankrupt, and the RIAA and Big Music focused their attention on Bertelsmann, the German media group that had purchased Napster’s assets. Bertelsmann finally settled with the plaintiffs for several multi-million dollar payments.",,,
,8,"ON THIS DAY… on December 8 1947, The Eckert-Mauchly Computer Corporation is incorporated. After a dispute with the administration at the University of Pennsylvania over ENIAC patent rights. Grace Murray Hopper joined Eckert-Mauchly Computer Corp. as a senior mathematician in 1949. In 1950, before completing the famous UNIVAC computer line, the company became a core division of Remington Rand, IBM’s main challenger throughout the 1970s.",,,
,9,"ON THIS DAY… on December 9 1968, Doug Engelbart and researchers at Stanford Research Institute first demonstrated in SF the computer mouse along with a graphical user interface (gui), display editing, integrated text and graphics, hyper documents and 2-way video-conferencing with shared work spaces. His team nicknamed it as the “mouse” because the tail came out the end. The on-screen cursor was also called the “bug”, however this name did not stuck.",,,
,10,"ON THIS DAY… on December 10 1815, Augusta Ada King, Lady Lovelace, regarded as the first computer programmer, is born. Her father was Lord Byron, the famous poet. Ada worked with Charles Babbage writing extensive comments on his Difference Engine and Analytical Engine, and programming for the last one. A century later, in the 1970s, the computer language ADA was developed and named after Ada, Lady Lovelace. Based on the language PASCAL, ADA is a general-purpose language designed to be readable and easily maintained.",,,
,11,"ON THIS DAY… on December 11 1946, a patent is issued for Sir Frederick Williams' device for random-access memory. The Williams tube was a modified cathode-ray tube that painted dots and dashes of phosphorescent electrical charge on a screen representing binary ones and zeros. It became the primary memory for vacuum tube machines such as the IBM 701. Williams developed his device at Manchester University and it served as the precursor of more advanced memories for commercial computers.",,,
,12,"ON THIS DAY…  on December 12 1980, Apple launched its IPO one day after the ban of Massachusetts Secretary of State Michael Connolly for individual investors to buy any stocks, arguing that the $22 price per share was too high. 4.6 million shares were sold so the company could raise around $100 million with this sole action. If you invested $1000 in Apple’s IPO, you would have now more than $500K including dividends and price appreciation as it is now valued at around $170 per share. Nice eye Michael!",,,
,13,"ON THIS DAY…  on December 13 1991, The Stanford Linear Accelerator Center (SLAC) put up the first Website outside Europe. It let physicists browse the full text of pre-publication scientific papers on SLAC's SPIRES database directly over the Web. This was a radical improvement over the old system, which involved submitting requests and waiting for fax or email versions to be sent back. As a vital service for the international physics community, the SLAC site became an important early step in helping the World Wide Web live up to its ambitious name.",,,
,14,"ON THIS DAY… on December 14 1952, The US Navy issues a formal Letter of Intent to MIT for development of the Airplane Stability and Control Analyzer (ASCA) program, the beginning of the project Whirlwind. Constructed under the leadership of Jay W. Forrester, the Whirlwind was the first high-speed electronic digital computer that was able to operate in real time with electronic reliability. By December 1954, the computer comprised 12,500 vacuum tubes and 23,800 crystal diodes, occupying a two-story building. It operated until 1959.",,,
,15,"ON THIS DAY… on December 15 1896, Hollerith agrees to supply his Census Machines for Russian Census. They were first employed by the US Census Bureau in 1890 as the result of a crisis in counting a rapidly-increasing US population. Methods based on Hollerith's machine served for almost ¡60 years! until the Bureau adopted electron.",,,
,16,"ON THIS DAY…  on December 16 1996, Intel announced the world’s fastest computer capable of 1 trillion operations per second. This joint effort with the United States Department of Energy's Sandia National Laboratory managed to break the one teraflop barrier.",,,
,17,"ON THIS DAY… on December 17 1920, Kenneth E. Iverson is born in Camrose, Alberta, Canada. Thanks to a strong math background and in collaboration with Adin D. Falkoff, they both invented the APL (A Programming Language). This language has been an important influence on the development of concept modeling, spreadsheets and functional programming.",,,
,18,"ON THIS DAY… on December 18 1890, Edwin Howard Armstrong, the inventor of the FM (frequency modulation) radio, was born in Chelsea, New York. He was a super prolific inventor as he held more than 42 patents and was inducted into the National Inventors Hall of Fame.",,,
,19,"ON THIS DAY…  on December 19 1958, Project SCORE, the world’s first communications satellite was launched by the US. Its first achievement was to broadcast a Christmas message via shortwave radio from US President Dwight D. Eisenhower through and on-board tape recorder. What a long run we all have made in those 60 years!",,,
,20,"ON THIS DAY… on December 20 2005, Seagate announced that they were paying $1.9 billion for Maxtor. This purchase, that needed several months to be completed, made Seagate a giant in the computer disk drive market. Its stock was valued at around $20 and it is over $35 today!",,,
,21,"ON THIS DAY… on December 21 1968, the Apollo Guidance Computer was used in the Apollo Space Program for guiding, control computing and navigation. The AGC was the first computer to use integrated circuit logic and occupied less than 1 cubic foot. It stored data in 15 bit words and had a memory cycle time of 11.7 microseconds.",Solsticio de Invierno,,
,22,"ON THIS DAY…  on December 22 2009, a US federal appeals court ordered Microsoft Corp. to stop selling its Word program in January and pay a Canadian software company $290 million for violating a patent, upholding the judgment of a lower court. Toronto-based i4i Inc. was the original suer.",Lotería de Navidad (2021),,
,23,"ON THIS DAY… on December 23 1947, John Bardeen and Walter Brattain demonstrate the point-contact transistor, made from strips of gold foil on a plastic triangle, pushed down into contact with a slab of germanium. To measure the amplification they hooked up a microphone to one end of the device and a loudspeaker to the other. The men picked up the microphone and whispered, “Hello.” The loudspeaker at the other end of the circuit shouted, “HELLO!”.",,,
,24,"ON THIS DAY…  on December 24, 2002, Sun Microsystems won a major antitrust victory against Microsoft when a federal judge ordered Microsoft to distribute Sun's Java programming language in its Microsoft Windows operating system. Microsoft was also required to provide an updated version of Java so it could be usable.",Nochebuena,,
